Order,Lot Frontage,Lot Area,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Yr Sold,SalePrice,LogSalePrice,Alley_Grvl,Alley_NA,Alley_Pave,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Central Air_N,Central Air_Y,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 2_Norm,Exterior 1st_AsbShng,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_BrkFace,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_NA,Heating_GasA,Heating_GasW,House Style_1.5Fin,House Style_1Story,House Style_2Story,House Style_SFoyer,House Style_SLvl,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,MS SubClass_20,MS SubClass_30,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_160,MS SubClass_190,MS Zoning_C (all),MS Zoning_FV,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_NA,Mas Vnr Type_Stone,Misc Feature_NA,Misc Feature_Shed,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Roof Matl_CompShg,Roof Style_Gable,Roof Style_Hip,Sale Condition_Abnorml,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_ConLD,Sale Type_New,Sale Type_WD ,Mo Sold_1,Mo Sold_2,Mo Sold_3,Mo Sold_4,Mo Sold_5,Mo Sold_6,Mo Sold_7,Mo Sold_8,Mo Sold_9,Mo Sold_10,Mo Sold_11,Mo Sold_12,TotalFinSF,TotalSF,BsmtFinSF,PorchSF,TotalBath,BsmtBath,AvgBltRemod,PreWarYearBuilt,RecentYearBuilt,YearRemodAdd,haspool,has2ndfloor,hasfireplace,LivAreaRatio,BedRatio,GarageRatio,BathRatio,LotRatio,FireBathRatio,TotalSF x OverallQual x OverallCond,TotalSF x OverallQual x Functional,AvgBltRemod x Functional x TotalFinSF,q1,q2,TotalSF x OverallQual,TotalSF x OverallCond,TotalFinSF x Functional,Functional x OverallQual,AvgBltRemod x OverallCond,AvgBltRemod x TotalFinSF,OverallCond x AvgBltRemod,BsmtFinSF x BsmtQual,BsmtFinSF x BsmtBath,Kitchen AbvGr x KitchenQual,GarageCars x GarageYrBlt,GarageQual x GarageCond x GarageCars,FireplaceQu x Fireplaces
391,78.0,10140,4,4,1,6,5,36,1974,174.0,3,3,4,3,1,1,0.0,1,0.0,1064.0,1064.0,3,5,1350,0,0,1350,0.0,2,0,3,1,3,7,8,1,3,36,2,2.0,478.0,3,3,3,0,0,0,0,0,0,0,3,0,2009,165000,12.013706813470414,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1350.0,2414.0,0.0,0,2.0,0.0,36.0,32,0,36,0,0,1,0.2380670611439842,450.0,0.6666666666666666,0.6666666666666666,130.0,0.5,72420.0,115872.0,388800.0,108,720.0,14484.0,12070.0,10800.0,48,180.0,48600.0,180.0,0.0,0.0,3,72.0,18.0,3
392,0.0,10448,3,4,1,6,6,38,1972,333.0,3,3,3,3,1,1,0.0,1,0.0,689.0,689.0,3,5,1378,741,0,2119,0.0,2,1,3,1,3,7,8,1,3,38,2,2.0,583.0,3,3,3,0,104,0,0,0,0,0,4,0,2009,158000,11.970356641102999,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2119.0,2808.0,0.0,104,2.5,0.0,38.0,30,0,38,0,1,1,0.26875957120980093,706.3333333333334,0.6666666666666666,0.8333333333333334,500.0,0.4,101088.0,134784.0,644176.0,81,760.0,16848.0,16848.0,16952.0,48,228.0,80522.0,228.0,0.0,0.0,3,76.0,18.0,3
393,60.0,9000,4,4,1,5,5,36,1974,0.0,3,3,4,3,1,1,0.0,1,0.0,896.0,896.0,3,5,896,896,0,1792,0.0,2,2,4,2,3,8,8,0,0,36,0,0.0,0.0,0,0,3,32,45,0,0,0,0,0,0,0,2009,136000,11.820417517632333,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1792.0,2688.0,0.0,77,3.0,0.0,36.0,32,0,36,0,1,0,0.2986666666666667,448.0,0.0,0.75,150.0,0.0,67200.0,107520.0,516096.0,0,720.0,13440.0,13440.0,14336.0,40,180.0,64512.0,180.0,0.0,0.0,6,0.0,0.0,0
396,0.0,7830,3,4,1,5,5,40,1970,0.0,3,3,3,3,1,1,0.0,1,0.0,1180.0,1180.0,3,5,1180,0,0,1180,0.0,1,1,2,1,3,6,8,0,0,40,2,2.0,477.0,3,3,3,0,45,0,0,0,0,0,0,0,2009,128000,11.759793355371237,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1180.0,2360.0,0.0,45,1.5,0.0,40.0,28,0,40,0,0,0,0.30140485312899107,590.0,1.0,0.75,500.0,0.0,59000.0,94400.0,377600.0,81,800.0,11800.0,11800.0,9440.0,40,200.0,47200.0,200.0,0.0,0.0,3,80.0,18.0,0
399,60.0,6960,4,4,1,4,6,40,1970,0.0,3,3,3,3,1,5,375.0,4,239.0,250.0,864.0,3,5,864,0,0,864,0.0,1,0,3,1,4,5,8,0,0,21,1,2.0,660.0,3,3,3,96,0,0,0,0,0,0,0,500,2009,120500,11.699413330633599,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1478.0,1728.0,614.0,96,1.0,0.0,40.0,28,0,40,0,0,0,0.2482758620689655,288.0,0.6666666666666666,0.3333333333333333,116.0,0.0,41472.0,55296.0,472960.0,108,800.0,6912.0,10368.0,11824.0,32,240.0,59120.0,240.0,1842.0,0.0,4,42.0,18.0,0
400,70.0,8120,4,4,1,4,7,40,1970,0.0,3,4,3,3,1,5,191.0,1,0.0,673.0,864.0,5,5,864,0,0,864,0.0,1,0,3,1,3,5,8,0,0,16,1,2.0,463.0,3,3,3,0,0,0,0,0,0,0,0,0,2009,124500,11.732069026983156,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1055.0,1728.0,191.0,0,1.0,0.0,40.0,28,0,40,0,0,0,0.21280788177339902,288.0,0.6666666666666666,0.3333333333333333,116.0,0.0,48384.0,55296.0,337600.0,81,800.0,6912.0,12096.0,8440.0,32,280.0,42200.0,280.0,573.0,0.0,3,32.0,18.0,0
401,70.0,10500,4,4,1,4,6,39,1971,0.0,3,3,3,3,1,5,524.0,2,180.0,160.0,864.0,4,5,864,0,0,864,0.0,1,0,2,1,3,4,8,0,0,21,1,2.0,576.0,3,3,3,216,0,0,0,0,0,0,0,0,2009,97000,11.48247656671073,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1568.0,1728.0,704.0,216,1.0,0.0,39.0,29,0,39,0,0,0,0.16457142857142856,432.0,1.0,0.5,150.0,0.0,41472.0,55296.0,489216.0,81,780.0,6912.0,10368.0,12544.0,32,234.0,61152.0,234.0,2112.0,0.0,3,42.0,18.0,0
402,60.0,9000,4,4,1,4,7,39,2006,0.0,3,4,3,3,1,5,240.0,1,0.0,624.0,864.0,4,5,864,0,0,864,0.0,1,0,3,1,3,5,8,0,0,24,1,2.0,576.0,3,3,3,200,0,0,0,0,0,0,2,0,2009,130000,11.775297421715827,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1104.0,1728.0,240.0,200,1.0,0.0,21.5,29,0,4,0,0,0,0.192,288.0,0.6666666666666666,0.3333333333333333,150.0,0.0,48384.0,55296.0,189888.0,81,430.0,6912.0,12096.0,8832.0,32,150.5,23736.0,150.5,720.0,0.0,3,48.0,18.0,0
403,21.0,1680,4,4,1,6,5,37,1973,504.0,3,3,3,3,1,4,254.0,1,0.0,229.0,483.0,3,5,483,504,0,987,1.0,1,1,2,1,3,5,8,0,0,37,1,1.0,264.0,3,3,3,0,0,0,0,0,0,0,0,0,2009,111000,11.6172944892629,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1241.0,1470.0,254.0,0,2.5,1.0,37.0,31,0,37,0,1,0,0.875,493.5,0.5,1.25,80.0,0.0,44100.0,70560.0,367336.0,81,740.0,8820.0,7350.0,9928.0,48,185.0,45917.0,185.0,762.0,254.0,3,37.0,9.0,0
405,21.0,1680,4,4,1,5,5,39,1971,142.0,3,3,3,3,1,1,0.0,1,0.0,630.0,630.0,3,5,630,672,0,1302,0.0,2,1,3,1,3,6,8,0,0,19,1,1.0,280.0,3,3,3,0,0,0,0,0,0,0,0,0,2009,112000,11.626263078808801,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1302.0,1932.0,0.0,0,2.5,0.0,39.0,29,0,39,0,1,0,1.15,434.0,0.3333333333333333,0.8333333333333334,80.0,0.0,48300.0,77280.0,406224.0,81,780.0,9660.0,9660.0,10416.0,40,195.0,50778.0,195.0,0.0,0.0,3,19.0,9.0,0
406,21.0,1680,4,4,1,6,6,38,1972,425.0,3,3,3,3,1,3,110.0,2,294.0,79.0,483.0,3,5,483,504,0,987,1.0,1,1,2,1,3,5,8,0,0,38,1,1.0,288.0,3,3,3,0,0,0,0,0,0,0,0,0,2009,97000,11.48247656671073,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1391.0,1470.0,404.0,0,2.5,1.0,38.0,30,0,38,0,1,0,0.875,493.5,0.5,1.25,80.0,0.0,52920.0,70560.0,422864.0,81,760.0,8820.0,8820.0,11128.0,48,228.0,52858.0,228.0,1212.0,404.0,3,38.0,9.0,0
407,21.0,1680,4,4,1,6,8,38,2007,510.0,3,3,3,3,1,5,162.0,1,0.0,321.0,483.0,4,5,483,504,0,987,0.0,1,1,2,1,4,5,8,0,0,38,1,1.0,264.0,3,3,3,250,0,0,0,0,0,0,0,0,2009,118000,11.678448377988165,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1149.0,1470.0,162.0,250,1.5,0.0,20.5,30,0,3,0,1,0,0.875,493.5,0.5,0.75,80.0,0.0,70560.0,70560.0,188436.0,108,410.0,8820.0,11760.0,9192.0,48,164.0,23554.5,164.0,486.0,0.0,4,38.0,9.0,0
408,21.0,1680,4,4,1,5,7,38,1972,268.0,3,3,3,3,1,5,231.0,1,0.0,399.0,630.0,3,5,630,672,0,1302,0.0,2,1,3,1,3,6,8,0,0,38,1,1.0,264.0,3,3,3,185,0,0,0,0,0,0,0,0,2009,119500,11.691080018519527,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1533.0,1932.0,231.0,185,2.5,0.0,38.0,30,0,38,0,1,0,1.15,434.0,0.3333333333333333,0.8333333333333334,80.0,0.0,67620.0,77280.0,466032.0,81,760.0,9660.0,13524.0,12264.0,40,266.0,58254.0,266.0,693.0,0.0,3,38.0,9.0,0
409,0.0,4928,3,4,1,6,6,34,1976,0.0,3,3,4,3,1,2,958.0,1,0.0,0.0,958.0,3,5,958,0,0,958,0.0,2,0,2,1,3,5,8,0,0,34,2,2.0,440.0,3,3,3,0,60,0,0,0,0,0,0,0,2009,143750,11.87583791515714,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1916.0,1916.0,958.0,60,2.0,0.0,34.0,34,0,34,0,0,0,0.3887987012987013,479.0,1.0,1.0,500.0,0.0,68976.0,91968.0,521152.0,108,680.0,11496.0,11496.0,15328.0,48,204.0,65144.0,204.0,3832.0,0.0,3,68.0,18.0,0
410,24.0,2308,4,4,1,6,5,34,1976,0.0,3,3,4,3,1,5,306.0,1,0.0,498.0,804.0,3,5,804,744,0,1548,0.0,2,1,3,1,3,7,8,1,3,34,2,2.0,440.0,3,3,3,108,0,0,0,0,0,0,0,0,2009,146000,11.891368749982085,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1854.0,2352.0,306.0,108,2.5,0.0,34.0,34,0,34,0,1,1,1.0190641247833623,516.0,0.6666666666666666,0.8333333333333334,96.16666666666667,0.4,70560.0,112896.0,504288.0,108,680.0,14112.0,11760.0,14832.0,48,170.0,63036.0,170.0,1224.0,0.0,3,68.0,18.0,3
411,24.0,2280,4,4,1,6,6,34,1976,0.0,3,3,4,3,1,5,566.0,1,0.0,289.0,855.0,3,5,855,601,0,1456,0.0,2,1,3,1,3,7,8,1,3,34,1,2.0,440.0,3,3,3,87,0,0,0,0,0,0,0,0,2009,148500,11.908346971208951,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2022.0,2311.0,566.0,87,2.5,0.0,34.0,34,0,34,0,1,1,1.0135964912280702,485.3333333333333,0.6666666666666666,0.8333333333333334,95.0,0.4,83196.0,110928.0,549984.0,108,680.0,13866.0,13866.0,16176.0,48,204.0,68748.0,204.0,2264.0,0.0,3,68.0,18.0,3
412,24.0,2280,4,4,1,7,5,35,1975,0.0,3,3,4,3,1,5,435.0,2,622.0,0.0,1057.0,3,5,1055,0,0,1055,0.0,2,0,2,1,3,4,8,1,2,35,2,2.0,440.0,3,3,3,0,27,0,0,0,0,0,0,0,2009,123000,11.719947764402807,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2112.0,2112.0,1057.0,27,2.5,0.5,35.0,33,0,35,0,0,1,0.9263157894736842,527.5,1.0,1.25,95.0,0.4,73920.0,118272.0,591360.0,108,700.0,14784.0,10560.0,16896.0,56,175.0,73920.0,175.0,4228.0,528.5,3,70.0,18.0,2
413,24.0,2308,4,4,1,6,5,36,1974,0.0,3,3,3,3,1,5,257.0,3,495.0,103.0,855.0,3,5,855,467,0,1322,0.0,2,1,3,1,3,6,8,1,2,36,1,2.0,440.0,3,3,3,260,0,0,0,0,0,0,0,0,2009,147000,11.898194668458823,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2074.0,2177.0,752.0,260,3.0,0.5,36.0,32,0,36,0,1,1,0.9432409012131716,440.6666666666667,0.6666666666666666,1.0,96.16666666666667,0.3333333333333333,65310.0,104496.0,597312.0,81,720.0,13062.0,10885.0,16592.0,48,180.0,74664.0,180.0,2256.0,376.0,3,72.0,18.0,2
414,24.0,2349,4,4,1,6,5,33,1977,0.0,3,3,4,3,1,5,389.0,1,0.0,466.0,855.0,3,5,855,601,0,1456,0.0,2,1,3,1,3,6,8,1,3,33,1,2.0,440.0,3,3,3,0,28,0,0,0,0,0,0,0,2009,137900,11.834291315386718,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1845.0,2311.0,389.0,28,2.5,0.0,33.0,35,0,33,0,1,1,0.9838229033631333,485.3333333333333,0.6666666666666666,0.8333333333333334,97.875,0.4,69330.0,110928.0,487080.0,108,660.0,13866.0,11555.0,14760.0,48,165.0,60885.0,165.0,1556.0,0.0,3,66.0,18.0,3
417,24.0,2364,4,4,1,6,5,32,1978,0.0,4,3,4,3,1,5,279.0,1,0.0,576.0,855.0,3,5,855,601,0,1456,0.0,2,1,3,1,3,6,8,1,3,32,3,2.0,440.0,3,3,3,147,0,0,0,0,0,0,0,0,2009,138000,11.835016210489899,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1735.0,2311.0,279.0,147,2.5,0.0,32.0,36,0,32,0,1,1,0.977580372250423,485.3333333333333,0.6666666666666666,0.8333333333333334,98.5,0.4,69330.0,110928.0,444160.0,144,640.0,13866.0,11555.0,13880.0,48,160.0,55520.0,160.0,1116.0,0.0,3,64.0,18.0,3
418,24.0,2104,4,4,1,7,6,34,1976,0.0,3,3,3,3,1,5,536.0,1,0.0,300.0,836.0,3,5,836,0,0,836,0.0,1,0,2,1,3,5,8,0,0,34,1,1.0,345.0,3,3,3,150,20,0,0,0,0,0,0,0,2009,128500,11.763691965388299,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1372.0,1672.0,536.0,170,1.5,0.5,34.0,34,0,34,0,0,0,0.7946768060836502,418.0,0.5,0.75,87.66666666666667,0.0,70224.0,93632.0,373184.0,81,680.0,11704.0,10032.0,10976.0,56,204.0,46648.0,204.0,1608.0,268.0,3,34.0,9.0,0
